	titleId	directors	writers
21803	tt0022158	nm0572851	nm0673279,nm0426953,nm0790654,nm0790383,nm5030661
21860	tt0022215	nm0468882,nm0871185	nm0468882,nm0871185
21861	tt0022216	nm0233091	
21909	tt0022265	nm0416258	nm0416258
21912	tt0022268	nm0001008	nm0151310,nm0161428,nm0728307,nm0842485
21919	tt0022276	nm0113284	nm0783629,nm0168829
21922	tt0022279	nm0291548	nm0002021,nm0473134,nm0770337
21929	tt0022286	nm0920074	nm0321891,nm0109148,nm0857710
21939	tt0022296	nm0341486	nm0829330,nm0413590
21944	tt0022301	nm0287888,nm0047281	nm0287888,nm0047281
21950	tt0022307	nm0136888	nm0288986,nm0866243
22024	tt0022382	nm0616893,nm0925028	nm0485200,nm0809548,nm0394267,nm0368719,nm0533102
22049	tt0022408	nm0224543	nm2517308,nm3969309
22098	tt0022458	nm0003638	nm0003638,nm0280904,nm0880618
22158	tt0022520	nm0188669	nm0881333,nm0886668
22195	tt0022559	nm0245385	nm0629862,nm0778636
22346	tt0022718	nm0719756	nm0268988,nm0719756,nm0884152
22377	tt0022750	nm0782597	nm0671738,nm0850699
22436	tt0022810	nm0831577	nm0062738,nm0445292,nm0770337
22459	tt0022833	nm0124877	nm0121667,nm0189868
22461	tt0022835	nm0541149	nm0388755,nm0372698,nm0829044
22466	tt0022840	nm0640248	nm0236980
22478	tt0022854	nm0113284	nm0547966,nm0695292,nm0780803
22491	tt0022867	nm0532561	nm0394750,nm0394746,nm0462949,nm0532561
22496	tt0022873	nm0064600	nm0933133,nm0186118
22502	tt0022879	nm0097648	nm0322227,nm0308177,nm0002133,nm0821716
22515	tt0022892	nm0397678	nm0186600,nm0823395
22528	tt0022905	nm0001008	nm0001008,nm0842485
22536	tt0022913	nm0115218	nm0730317,nm0325135,nm0330390,nm0090213,nm0531269,nm0941138
22545	tt0022922	nm0412650	
22579	tt0022958	nm0332539	nm0062139,nm0237033,nm0049462,nm0941138
22626	tt0023006	nm0281487,nm0186276	
22646	tt0023027	nm0572851	nm0436095,nm0748438,nm0673279,nm0426953,nm0790654
22661	tt0023042	nm0503777	nm0122859,nm0337914,nm0391763,nm0316807
22683	tt0023064	nm0712730	nm0405081
22737	tt0023119	nm0247484,nm0066247	nm0178126,nm0163786,nm0622435,nm0066247,nm0321216
22739	tt0023121	nm0128715	nm0122446,nm0001379,nm0715723
22770	tt0023153	nm0293260	nm0663624,nm0842485
22775	tt0023158	nm0541149	nm0388755,nm0547938,nm0950150,nm0545401,nm0035552
22786	tt0023169	nm0314351	nm0067584,nm0381152,nm0519029,nm0522674,nm0545309
22851	tt0023238	nm0774325,nm0681635	nm0187256,nm0175028
22858	tt0023245	nm0005713	nm0701233,nm0770337,nm0049721
22898	tt0023285	nm0000033	nm0267537,nm0720904,nm0000033,nm0010063
22906	tt0023293	nm0001843	nm0697362,nm0506349,nm0792670
22970	tt0023359	nm0699877,nm0231151	nm1141809,nm0747694
22979	tt0023369	nm0587277	nm0173303,nm0709888,nm0560857,nm0027173
22991	tt0023381	nm0292134	nm0191885,nm0292134,nm0497736
23036	tt0023427	nm0001328,nm0744514	nm0870660,nm0372942,nm0589316,nm0536941,nm0122446,nm0001328,nm0664646
23067	tt0023460	nm0397678	nm0236279,nm0319069,nm0589616
23139	tt0023535	nm0802563	nm0509510,nm0618169
23158	tt0023556	nm0215877	nm0629862,nm0321891,nm0109148
23165	tt0023563	nm0000485	nm0415167,nm0000485,nm0829954,nm0902376
23222	tt0023622	nm0523932	nm0710723,nm0428177,nm0015801
23245	tt0023649	nm0003433	nm0494257,nm0432143,nm0003433
23248	tt0023652	nm0291387	nm0856842,nm0378540
23259	tt0023663	nm0259611,nm0951170	nm0529376,nm0259611,nm0951170
23290	tt0023694	nm0356931	nm0922951,nm2690196
23346	tt0023753	nm0411208,nm0363414,nm0572851	nm0000581,nm0580017,nm0140902
23379	tt0023786	nm0478441	nm0875746,nm0478441,nm0856838
23408	tt0023815	nm0005847	nm0517786,nm0786564
23434	tt0023841	nm0293260	nm0934497,nm0669840,nm0340540,nm0928944,nm0298828,nm0304321,nm0430651,nm0567346,nm0648688,nm0810367
23466	tt0023873	nm0466113	nm0316625,nm0339064,nm0934497
23504	tt0023911	nm0943758	nm0723418
23526	tt0023933	nm0655065	nm3673346,nm0124224,nm0231155
23541	tt0023948	nm0002030	nm0547966,nm0542534,nm0442151,nm0272209,nm0829330,nm0576046
23543	tt0023950	nm0294137	nm0907778
23561	tt0023969	nm0564970	nm0436095,nm0748438,nm0790654,nm0674759
23633	tt0024042	nm0292134	nm0292134
23646	tt0024055	nm0403054	nm0454718,nm0385693,nm0675729,nm0877660,nm0236128
23679	tt0024088	nm0954673	nm0045553,nm0353867,nm0490950,nm0526950,nm0577650,nm0639130,nm0940499
23727	tt0024136	nm0869665	nm2993962,nm0520524,nm0208503
23757	tt0024166	nm0749484	nm0922213,nm0107614
23806	tt0024216	nm0178260,nm0774325	nm0187256,nm0741656,nm0178260,nm0908624,nm0330390
23809	tt0024219	nm0401680,nm0545730	nm0832248,nm0545730,nm0943804,nm0629240
23852	tt0024264	nm0002030	nm0017301,nm0556945,nm0373511,nm0028636,nm0088670,nm0102818,nm0276040,nm0376179,nm0613848,nm0827693,nm0875746,nm0878605
23931	tt0024344	nm0663613	
23991	tt0024405	nm0184738	nm0002042,nm0576035
24058	tt0024473	nm0466099	nm0083742,nm0934497
24066	tt0024481	nm0541149	nm0367814,nm0826554,nm0505996,nm0067103,nm0309567,nm0372942,nm0541149,nm0883328,nm0921995
24191	tt0024610	nm0454771	nm0397022,nm0338233,nm0832328,nm0186600,nm0430756,nm0907388
24241	tt0024663	nm0769585,nm0163786	nm0241416,nm0355963,nm0163786,nm0765036,nm0169243,nm0321216
24277	tt0024700	nm0224543	nm0224543,nm0241416,nm0544659
24280	tt0024703	nm0076779	nm0076779,nm0445827,nm0467396,nm0825843
24296	tt0024720	nm0649097	nm0230183,nm0774217
24355	tt0024779	nm0260567	nm0062091,nm0000875
24393	tt0024819	nm0595451	nm0556945,nm0373511,nm0923585,nm0055693
24396	tt0024822	nm0282549	nm0118227,nm0593775,nm0692276
24405	tt0024831	nm0629519	nm0591791,nm0599844
24417	tt0024844	nm0897118	nm0347447,nm0729960,nm0897118
24439	tt0024866	nm0293989	nm7413084
24447	tt0024874	nm0006276	nm0304321,nm0642005
24470	tt0024897	nm0624756	nm0384248,nm0403668,nm0085180
24471	tt0024898	nm0615868	nm0021388,nm0725965
24475	tt0024902	nm0102908	nm0102908
24476	tt0024903	nm0749484,nm0500552	nm0413590,nm0933133,nm0321891,nm0725817
24479	tt0024906	nm0792514,nm0176699	nm0336339
24529	tt0024956	nm0454771	nm0075351,nm0338233
24544	tt0024971	nm0005847	nm0494753,nm0119378,nm0458379
24564	tt0024991	nm0001124	nm0950150,nm0493071,nm0179993,nm1306202
24569	tt0024996	nm0090007	nm0306731,nm0881148,nm0489679
24577	tt0025004	nm0498174	nm0241416,nm0242897,nm0869371,nm0498174,nm0857710
24605	tt0025032	nm0908076	nm0864451,nm0746395
24623	tt0025050	nm0909398	nm0871270
24758	tt0025186	nm0303120	nm0421862,nm0115022,nm0548855
24774	tt0025202	nm0908234	nm0002042,nm0881148
24856	tt0025285	nm0245385	nm0245385,nm0860145,nm0940499
24886	tt0025316	nm0001008	nm0728307,nm0011343
24888	tt0025318	nm0572851	nm0192325,nm0568571,nm0001211,nm0083125,nm0107756,nm0337914,nm0750822,nm0801647,nm0809548,nm0919543,nm0922951
24891	tt0025321	nm0412650,nm0191386,nm0262337	nm0257481,nm0362041,nm0544289
24893	tt0025323	nm0127511	nm0111576,nm0173532
24897	tt0025327	nm0624756	nm0132220,nm0321891,nm0545309
24899	tt0025329	nm0578985	nm0275386,nm0267913,nm0712653
24946	tt0025378	nm0624714	nm0337914,nm0568571,nm0750357
24974	tt0025410	nm0355284	nm0750357,nm0513529,nm0375500,nm0499628
25003	tt0025442	nm0719756	nm0281306,nm0719756
25013	tt0025452	nm0000033	nm0071657,nm0943922,nm0339326,nm0712653,nm0930539
25017	tt0025456	nm0280904	nm0280904
25028	tt0025467	nm0178057	nm0071657
25049	tt0025488	nm0564971	nm0012148
25065	tt0025504	nm0763798	nm0763798,nm0469166
25080	tt0025520	nm0485647	nm0425913,nm0499883,nm0207589
25145	tt0025586	nm0188669	nm0169556,nm0560857,nm0170923
25185	tt0025626	nm0657535	
25189	tt0025630	nm0485943	nm0476257,nm0491076
25281	tt0025724	nm0002061	nm0035199,nm0352506,nm0577650
25304	tt0025747	nm0897085	nm0370426,nm0276299,nm0799027
25305	tt0025748	nm0949597	nm0649478,nm0466099,nm1349729
25416	tt0025863	nm0560395	nm0560395
25430	tt0025878	nm0886754	nm0352443,nm0329304,nm0358591
25448	tt0025896	nm0932625	nm0030570,nm0109935,nm0703656,nm0932625
25459	tt0025907	nm0281808	nm0829044,nm0536941,nm0493251,nm0695292
25471	tt0025919	nm0001328	nm0589619,nm0372942,nm0531269,nm0002545,nm0288706
25481	tt0025929	nm0654868	nm0407456,nm0654868
25533	tt0025983	nm0624756	nm0736911,nm0397963,nm0384248
25535	tt0025985	nm0916665	nm0091069,nm0916665
25578	tt0026029	nm0000033	nm0117955,nm0071657,nm0067308
25620	tt0026071	nm0113284	nm0866243,nm0199304,nm0826554,nm0067103
25646	tt0026097	nm0943758,nm0001328	nm0372942,nm0531269,nm0158737,nm0519487
25673	tt0026124	nm0245385	nm0729694,nm0245385
25688	tt0026139	nm0000923	nm0436095,nm0748438,nm0548993,nm0748014,nm0498772
25711	tt0026164	nm0920074	nm0518711,nm0288706,nm0695292
25721	tt0026174	nm0002031	nm0754581,nm0732452
25780	tt0026234	nm0572851	nm0366942,nm0124918,nm0393613
25795	tt0026249	nm0001124	nm0482959,nm0950150,nm0629580,nm0102818,nm0383304,nm0534221
25798	tt0026252	nm0191899	nm0574110,nm0065753,nm0175902,nm0397022,nm0663613,nm0916914
25812	tt0026266	nm0002030	nm0002042,nm0909484,nm0261455,nm0168829
25820	tt0026274	nm0059400	nm0154158,nm0059400,nm0788880
25830	tt0026285	nm0806143	nm0653536,nm0949130,nm0604453,nm0878605
25945	tt0026402	nm0669260	nm0397383,nm0556591
25953	tt0026410	nm0782597	nm0462111,nm0000252
25967	tt0026424	nm0943758	nm0385992,nm0597175,nm0002545
26024	tt0026484	nm0414797	nm0340719,nm0795851,nm0230568,nm0307222,nm0517786
26135	tt0026598	nm0293989	nm0362041
26170	tt0026636	nm0005847	nm0017301,nm0650553,nm0326095
26171	tt0026637	nm0054977	nm0329312,nm0380617,nm0587809,nm0905729
26176	tt0026643	nm0368871	nm0950150,nm0049721,nm0008280,nm0428177,nm0574112,nm0947103,nm0027173,nm0821716
26182	tt0026649	nm0212704	nm0085806,nm0267913,nm0539942,nm0919968
26195	tt0026663	nm0005713	nm0719165,nm0187693,nm0256880,nm0938439,nm0049721,nm0330390,nm0941138,nm1466696,nm1466810
26204	tt0026672	nm0454734	nm0259870,nm0269679,nm0872356
26246	tt0026714	nm0226189,nm0718121	nm0000636,nm0448981,nm0564610
26284	tt0026752	nm0515979	nm0421255,nm0299154,nm0933133,nm0635079,nm0355681,nm0004290,nm0268513
26310	tt0026778	nm0332539,nm0939992	nm0442151,nm0753452,nm0570130,nm0000036,nm0090213,nm0436095,nm0649183,nm0685265,nm0748438,nm0780833,nm0933133
26390	tt0026860	nm0763453	nm0449805,nm0378540,nm0276252
26443	tt0026914	nm0281808	nm0938439,nm0006388,nm0000581,nm0469915,nm0788082,nm0829330
26498	tt0026972	nm0250038	nm0002042,nm0575197
26506	tt0026980	nm0782707	nm0740537,nm0733907
26508	tt0026982	nm0282549	nm0048305,nm0823395,nm0869999
26509	tt0026983	nm0390226,nm0681635	nm0741656,nm0629580,nm0353584
26517	tt0026991	nm0006943	nm0650540,nm0067676
26559	tt0027033	nm0637790	nm0189405
26576	tt0027050	nm0097648	nm0915693,nm0721447,nm0202681,nm0259022
26615	tt0027089	nm0395023	nm0491048,nm0850895
26622	tt0027099	nm0498174	nm0629580,nm0498174,nm0241416
26648	tt0027125	nm0762263	nm0852313,nm0778818,nm0015801,nm0267022,nm0391750,nm0639130,nm0817809
26676	tt0027154	nm0909825	nm0153698,nm0230564,nm0170660,nm0682433,nm0000697,nm0242850,nm0242897,nm0456646,nm0949617
26706	tt0027185	nm0454771	nm0261455,nm0403398,nm0662461,nm0342604
26715	tt0027194	nm0908234	nm0173303,nm0365255,nm0309567,nm1073460
26730	tt0027209	nm0119886	nm0795851
26748	tt0027228	nm0282984	nm0410467,nm0564610,nm0590361
26780	tt0027260	nm0886754	nm0329304,nm0352443,nm0358591
26805	tt0027286	nm0954394	nm0649155,nm0049721
26821	tt0027302	nm0587277	nm0937289,nm0093397,nm0512231,nm0189496
26830	tt0027311	nm0194492	nm0057381,nm0191524,nm0562346,nm0000636
26919	tt0027400	nm0103975	nm0121885,nm0930539
26941	tt0027422	nm0384682	nm0662462,nm0943922
26957	tt0027438	nm0002031	nm0855139,nm0415004,nm0500284
26978	tt0027459	nm0001328,nm0744514,nm0943758	nm0272209,nm0613848,nm0299154
27045	tt0027527	nm0782682	nm0790654,nm0674759,nm0425913
27049	tt0027532	nm0943758	nm0507760,nm0397608,nm0943753
27053	tt0027536	nm0000813	nm0362041
27081	tt0027564	nm0005847	nm0394774,nm0673585,nm0011485
27085	tt0027568	nm0005847	nm0394774
27119	tt0027602	nm0386785	nm0057467,nm0496869,nm0548855,nm0922560
27147	tt0027630	nm0762263	nm0852313,nm0778818,nm0651661,nm0513858,nm0949130
27148	tt0027631	nm0128715	nm0112140,nm0326371
27157	tt0027640	nm0783509	nm0105734,nm1321665,nm0955076
27169	tt0027652	nm0000485	nm0179993,nm0000485,nm0469915
27215	tt0027698	nm0502752	nm0570305
27257	tt0027742	nm0245385	nm0107756,nm0253697,nm0665875,nm0107130,nm0396876
27271	tt0027757	nm0282984	nm0858817,nm0545730,nm0731387
27283	tt0027769	nm0245385	nm0791643,nm0662342,nm0540147
27284	tt0027770	nm0482742	nm0236279,nm1361288
27307	tt0027793	nm0250038	nm0525925,nm0575197
27310	tt0027796	nm0596410	nm0828436,nm0596410
27335	tt0027824	nm0250038	nm0132190,nm0133050,nm0575197,nm0289534
27359	tt0027849	nm0437356	nm0566338,nm0569638,nm0569708
27378	tt0027868	nm0127511	nm0132423,nm0000406,nm0870052,nm0878605
27379	tt0027869	nm0782707	nm0178126,nm0242897,nm0049721,nm0673585,nm0601086
27394	tt0027884	nm0176699	nm0914362,nm0736911,nm0649183,nm0838395
27398	tt0027888	nm0928214	nm0924120
27424	tt0027914	nm0886754	nm0536941,nm0781719,nm0403391,nm0337588,nm0110901,nm0000581
27477	tt0027968	nm0000813	nm0362041
27486	tt0027977	nm0000122	nm0000122
27505	tt0027996	nm0001008	nm0728307,nm0445502
27519	tt0028010	nm0478441	nm0753452,nm0368719,nm0015399,nm0478441,nm0696190
27542	tt0028034	nm0497961	nm0328788,nm0937142
27545	tt0028037	nm0172151	nm0206802,nm0426515,nm0088759,nm0548993,nm0755262
27599	tt0028092	nm0572851	nm0601443,nm0710299,nm0842485
27602	tt0028096	nm0562845	nm0448981,nm0202681,nm0792845
27614	tt0028108	nm0001124	nm0950150,nm0482959,nm0726704,nm0534221,nm0177960,nm0934327,nm0428177
27673	tt0028167	nm0466099	nm0958454,nm0372148,nm0083742
27715	tt0028212	nm0000033	nm0175676,nm0071657,nm0067308,nm0801026,nm0256532
27734	tt0028231	nm0000033	nm0228776,nm0560857,nm0071657,nm0067308,nm0489679
27746	tt0028243	nm0178057	nm0250744,nm0575197,nm0894541
27747	tt0028244	nm0783461	nm0794099,nm0627443
27752	tt0028249	nm0001843	nm0272209,nm0358564,nm0015399
27794	tt0028291	nm0547446	nm0471341,nm0045512,nm0275255
27836	tt0028333	nm0828419	nm0512231,nm0778818,nm0312510,nm0391750,nm0416861,nm0892044,nm0949130
27845	tt0028343	nm0005847	nm0394774,nm0403668
27848	tt0028346	nm0309163	nm0574966,nm0388554,nm0291515
27883	tt0028381	nm0282984	nm0204140,nm0562372,nm0549217,nm0168759,nm0059326
27889	tt0028387	nm0737053	nm0125001,nm0540763,nm0568098,nm0568117
27893	tt0028391	nm0621540	nm0562204,nm0621540
27921	tt0028420	nm0017893,nm0799575	nm0017893,nm0044871,nm0407633,nm0441188,nm0678205
28001	tt0028501	nm0124877	nm0518711,nm0288706,nm0242094,nm0518979
28002	tt0028502	nm0191899	nm0242094,nm0247252,nm0548403,nm0655065
28073	tt0028575	nm0523932	nm0501872,nm0093397,nm0575427,nm0710723,nm0519556
28095	tt0028597	nm0564970	nm0217568,nm0725017,nm0118227
28099	tt0028601	nm0128715	nm0271641,nm0750822,nm0107130,nm0791643,nm0518979,nm0497738,nm0936428
28118	tt0028623	nm0782707	nm0002233,nm0826873,nm0663763,nm0933133
28122	tt0028627	nm0833965	nm0000252,nm0517567,nm0272592,nm0209490,nm0442605
28178	tt0028683	nm0002030	nm0015399,nm0547966,nm0385264,nm0241414,nm0933133
28234	tt0028739	nm0113284,nm0532561	nm0309117,nm0015399,nm0067103,nm0388755,nm0421255,nm0422017,nm0826554,nm0933133
28267	tt0028772	nm0939992	nm0685265,nm0780833,nm0649183,nm0090213,nm0330390,nm0442151,nm0933133
28268	tt0028773	nm0943758	nm0375484,nm0455549
28278	tt0028783	nm0448915	nm0158737,nm0158738,nm0641018,nm0819748,nm0874308
28280	tt0028785	nm0853028,nm0416258	nm0332333,nm0794088,nm0588003,nm0185170,nm0604679
28284	tt0028789	nm0006943	nm0809548
28313	tt0028818	nm0003836	nm0003836,nm0049721,nm11762804
28345	tt0028850	nm0782707	nm0746168,nm0887858
28481	tt0028988	nm0245385	nm0819983,nm0274923,nm0430756
28490	tt0028997	nm0744514	nm0107130,nm0367060,nm0506544
28522	tt0029030	nm0000406	nm0629580,nm0308177,nm0635079,nm0355681,nm0372942,nm0513744
28539	tt0029047	nm0454771	nm0873707,nm0397022,nm0124002
28546	tt0029054	nm0005847	nm0650338,nm0922264
28553	tt0029061	nm0006943	nm0809548
28573	tt0029081	nm0829038,nm0054787	nm0353584,nm0389580,nm0675729,nm0071657,nm0712653,nm0817809
28638	tt0029146	nm0226189	nm0706993,nm0378431,nm0378773,nm0430763
28654	tt0029162	nm0001008	nm0728307,nm0385264,nm0118227
28669	tt0029178	nm0483944	nm0281306,nm0248108,nm0627056
28761	tt0029270	nm0641007	nm0000636
28775	tt0029284	nm0437717	nm0818415,nm0818416,nm0564970,nm0437717,nm0565609,nm0855139
28809	tt0029318	nm0576940	nm0492328,nm0946756,nm0282274
28813	tt0029322	nm0920074	nm0372942,nm0834077,nm0006388,nm0308604,nm0366454,nm0397608,nm0442151,nm0488057,nm0649183,nm0775977,nm0920074
28871	tt0029380	nm0614634	nm0881148,nm0922951,nm0824437
28931	tt0029440	nm0445033,nm0226189	nm0878494,nm0236418,nm0193693
28942	tt0029451	nm0003490	nm0789737,nm0003490,nm0210228,nm0437016,nm0903350
28980	tt0029490	nm0520671	nm0520671
29033	tt0029543	nm0170973	nm0707213,nm0394774
29036	tt0029546	nm0762263	nm0778818,nm0656039,nm0938439,nm0517216,nm0118214,nm0152157,nm0332905,nm0636002
29091	tt0029604	nm0478441	nm0753452,nm0892044,nm0272209,nm0442151,nm0491076,nm0574112,nm0780833
29093	tt0029606	nm0920074,nm0281808,nm0176699	nm0662213,nm0132180,nm0308604,nm0920074,nm0006388,nm0372942,nm0488057,nm0536941,nm0775977,nm0820700
29095	tt0029608	nm0896542	nm0556945,nm0373511,nm0698989,nm0340799,nm0700717,nm0081748
29194	tt0029711	nm0172485	nm0254754,nm0662342,nm0943804
29219	tt0029736	nm0109264	nm0109264,nm0657535,nm0810191
29250	tt0029767	nm0186276,nm0281487	
29290	tt0029808	nm0000485	nm0869999,nm0048305
29325	tt0029843	nm0445033,nm0002031	nm0706993,nm0589316,nm0500284
29332	tt0029850	nm0890565,nm0001178	nm0001178,nm0667698
29334	tt0029852	nm0454771	nm0778636,nm0873707,nm0792553,nm0000927,nm0316807,nm0953123
29352	tt0029870	nm0002031	nm0923333,nm0240417,nm0114602,nm0372942,nm0531269
29420	tt0029940	nm0045800	nm0818415,nm0818416
29427	tt0029947	nm0001328	nm0629580,nm0928444
29472	tt0029992	nm0547446	nm0002042,nm0124947
29616	tt0030138	nm0384616,nm0066247	nm0870816,nm0355963,nm0321216,nm0198143,nm0713204
29646	tt0030169	nm0190516	nm0038428,nm0002087,nm0747233,nm0869389,nm0870052,nm0922264
29667	tt0030190	nm0258015	nm0381280,nm0907003,nm0502424,nm0544579,nm0171874,nm0049898
29754	tt0030279	nm0498584	nm0405081,nm0712730,nm0128332,nm0710683
29813	tt0030341	nm0000033	nm0924781,nm0319148,nm0490950
29842	tt0030371	nm0191899	nm0876223,nm0947386
29857	tt0030386	nm0782707	nm0525067,nm0107858,nm0746168,nm0933133
29882	tt0030413	nm0097648	nm0371907,nm0116693,nm0000581,nm0001076,nm0097648
30034	tt0030567	nm0103975	nm0281331,nm0589316,nm0629240
30102	tt0030637	nm0002190,nm0001366	nm0789737,nm0513744,nm0507021,nm0198202,nm0344645,nm0909727
30107	tt0030643	nm0138893	nm0241409,nm0699535
30305	tt0030846	nm0083433	nm0294368,nm0908624
30317	tt0030858	nm0940499	nm0193368,nm0304321,nm0878604
30323	tt0030864	nm0782682	nm0391763,nm0823395,nm0694696,nm0015399,nm0591774
30425	tt0030969	nm0379092	nm0849806
30475	tt0031020	nm0861703	nm0124947,nm0759029,nm0878494
30477	tt0031022	nm0921288	nm0089637,nm0237033,nm0319069,nm0236279
30493	tt0031039	nm0627087	nm0673277,nm0673279,nm3823211
30501	tt0031047	nm0886754	nm0329304,nm0352443,nm0358591,nm0002616
30541	tt0031088	nm0920074	nm0308604,nm0942118
30596	tt0031143	nm0637790	nm0216755,nm0823395,nm0929616
30630	tt0031177	nm0484645	nm0565187,nm0858817,nm0158738
30662	tt0031210	nm0332539	nm0732452,nm0108108,nm0088602
30677	tt0031225	nm0550892	nm0413519,nm0700717,nm0616730,nm0062738
30685	tt0031235	nm0002031	nm0118758
30702	tt0031252	nm0000406	nm0873707,nm0397022,nm0249526,nm0001203,nm0580648
30777	tt0031328	nm0736610	nm0337084,nm0394774,nm0087906,nm0850168,nm0270736
30782	tt0031334	nm0466113	nm0556571,nm0792670,nm0083742,nm0934497
30807	tt0031359	nm0225555	nm0358096,nm0712653,nm0092658
30825	tt0031377	nm0541149	nm0578439,nm0850168,nm0556945,nm0373511,nm0644048
30845	tt0031397	nm0622451,nm0281487,nm0101466,nm0130725,nm0186276,nm0377431,nm0396043,nm0426322,nm0446041,nm0460667,nm0498984,nm0658476	nm0842605,nm0786545,nm0330106,nm0397175,nm0682481,nm0816917
30846	tt0031398	nm0828419	nm0768540,nm0347451,nm0372942,nm0531269,nm0456017,nm0001203,nm0169556,nm0173303,nm0493071,nm0629580,nm0892044
30858	tt0031412	nm0782597,nm0243295	nm0928108,nm0629240
30893	tt0031448	nm0485647	nm0664251,nm0236279
30900	tt0031455	nm0226189	nm0397022,nm0290863,nm0401076
30936	tt0031491	nm0711855	nm0642005,nm0828436,nm0596410
30944	tt0031499	nm0921288	nm0107756,nm0388841,nm0729694
30948	tt0031503	nm0304098	nm0304098,nm0664882
30950	tt0031505	nm0000033	nm0319148,nm0365661,nm0697362,nm0238898
30951	tt0031506	nm0163332	nm0311525
31025	tt0031580	nm0782682,nm0485943	nm0384248,nm0274923,nm0122364
31038	tt0031593	nm0564970	nm0202681,nm0829330,nm0186118,nm0564970,nm0067103
31047	tt0031602	nm0188669	nm0842485,nm0291263,nm0752541
31063	tt0031619	nm0001843	nm0241416,nm0115482
31094	tt0031650	nm0006276	nm0318275,nm0870296
31123	tt0031679	nm0001008	nm0118227,nm0287931,nm0175333
31166	tt0031725	nm0523932	nm0102818,nm0000697,nm0281556,nm0501872
31183	tt0031742	nm0587277	nm0825705,nm0813554
31198	tt0031757	nm0221423	nm0337837,nm0221423,nm0457070,nm0950109
31203	tt0031762	nm0001328	nm0299154,nm0001328,nm0341178,nm0710299
31266	tt0031826	nm0002031	nm0706993,nm0533418,nm0027173
31269	tt0031829	nm0595271	nm0025399,nm0042111,nm0405043
31302	tt0031864	nm0625726	nm0747233
31303	tt0031865	nm0523893	nm0570305,nm0337084
31305	tt0031867	nm0909825	nm0907003,nm0531335,nm0744035,nm0375446,nm0049898,nm0231893,nm0923333
31323	tt0031885	nm0719756	nm0719756,nm0002569
31325	tt0031887	nm0949597	nm0396754,nm0023043
31387	tt0031950	nm0002179	nm0372942,nm0288706,nm0287931,nm0537201
31408	tt0031971	nm0000406	nm0370697,nm0629580,nm0372942
31411	tt0031974	nm0215877	nm0128361,nm0682499,nm0124918,nm0366942,nm0216755
31462	tt0032028	nm0245385	nm0615842,nm0237033,nm0474657,nm0325482,nm0375500,nm0241416
31569	tt0032138	nm0002030,nm0851537,nm0861703,nm0503777,nm0281808,nm0896542	nm0486538,nm0753249,nm0941138,nm0000875,nm0006085,nm0106505,nm0134284,nm0276252,nm0355095,nm0361971,nm0388755,nm0481618,nm0536941,nm0542534,nm0591774,nm0621790,nm0685265,nm0780833,nm0799015
